1,12
2,24
3,36
4,48
5,60
6,72
7,84
8,96
9,108
10,120
11,132
12,144
13,156
14,168
15,180
16,192
17,204
18,216
19,228
20,240
21,252
22,264
23,276
24,288
25,300
26,312
27,324
28,336
29,348
30,360
31,372
32,384
33,396
34,408
35,420
36,432
37,444
38,456
39,468
40,480
41,492
42,504
43,516
44,528
45,540
46,552
47,564
48,576
49,588
50,600
51,612
52,624
53,636
54,648
55,660
56,672
57,684
58,696
59,708
60,720
61,732
62,744
63,756
64,768
65,780
66,792
67,804
68,816
69,828
70,840
71,852
72,864
73,876
74,888
75,900
76,912
77,924
78,936
79,948
80,960
81,972
82,984
83,996
84,1008
85,1020
86,1032
87,1044
88,1056
89,1068
90,1080
91,1092
92,1104
93,1116
94,1128
95,1140
96,1152
97,1164
98,1176
99,1188
100,1200
101,1212
102,1224
103,1236
104,1248
105,1260
106,1272
107,1284
108,1296
109,1308
110,1320
111,1332
112,1344
113,1356
114,1368
115,1380
116,1392
117,1404
118,1416
119,1428
120,1440
121,1452
122,1464
123,1476
124,1488
125,1500
126,1512
127,1524
128,1536
129,1548
130,1560
131,1572
132,1584
133,1596
134,1608
135,1620
136,1632
137,1644
138,1656
139,1668
140,1680
141,1692
142,1704
143,1716
144,1728
145,1740
146,1752
147,1764
148,1776
149,1788
150,1800
151,1812
152,1824
153,1836
154,1848
155,1860
156,1872
157,1884
158,1896
159,1908
160,1920
161,1932
162,1944
163,1956
164,1968
165,1980
166,1992
167,2004
168,2016
169,2028
170,2040
171,2052
172,2064
173,2076
174,2088
175,2100
176,2112
177,2124
178,2136
179,2148
180,2160
181,2172
182,2184
183,2196
184,2208
185,2220
186,2232
187,2244
188,2256
189,2268
190,2280
191,2292
192,2304
193,2316
194,2328
195,2340
196,2352
197,2364
198,2376
199,2388
200,2400
201,2412
202,2424
203,2436
204,2448
205,2460
206,2472
207,2484
208,2496
209,2508
210,2520
211,2532
212,2544
213,2556
214,2568
215,2580
216,2592
217,2604
218,2616
219,2628
220,2640
221,2652
222,2664
223,2676
224,2688
225,2700
226,2712
227,2724
228,2736
229,2748
230,2760
231,2772
232,2784
233,2796
234,2808
235,2820
236,2832
237,2844
238,2856
239,2868
240,2880
241,2892
242,2904
243,2916
244,2928
245,2940
246,2952
247,2964
248,2976
249,2988
250,3000
251,3012
252,3024
253,3036
254,3048
255,3060
256,3072
257,3084
258,3096
259,3108
260,3120
261,3132
262,3144
263,3156
264,3168
265,3180
266,3192
267,3204
268,3216
269,3228
270,3240
271,3252
272,3264
273,3276
274,3288
275,3300
276,3312
277,3324
278,3336
279,3348
280,3360
281,3372
282,3384
283,3396
284,3408
285,3420
286,3432
287,3444
288,3456
289,3468
290,3480
291,3492
292,3504
293,3516
294,3528
295,3540
296,3552
297,3564
298,3576
299,3588
300,3600
301,3612
302,3624
303,3636
304,3648
305,3660
306,3672
307,3684
308,3696
309,3708
310,3720
311,3732
312,3744
313,3756
314,3768
315,3780
316,3792
317,3804
318,3816
319,3828
320,3840
321,3852
322,3864
323,3876
324,3888
325,3900
326,3912
327,3924
328,3936
329,3948
330,3960
331,3972
332,3984
333,3996
334,4008
335,4020
336,4032
337,4044
338,4056
339,4068
340,4080
341,4092
342,4104
343,4116
344,4128
345,4140
346,4152
347,4164
348,4176
349,4188
350,4200
351,4212
352,4224
353,4236
354,4248
355,4260
356,4272
357,4284
358,4296
359,4308
360,4320
361,4332
362,4344
363,4356
364,4368
365,4380
366,4392
367,4404
368,4416
369,4428
370,4440
371,4452
372,4464
373,4476
374,4488
375,4500
376,4512
377,4524
378,4536
379,4548
380,4560
381,4572
382,4584
383,4596
384,4608
385,4620
386,4632
387,4644
388,4656
389,4668
390,4680
391,4692
392,4704
393,4716
394,4728
395,4740
396,4752
397,4764
398,4776
399,4788
400,4800
401,4812
402,4824
403,4836
404,4848
405,4860
406,4872
407,4884
408,4896
409,4908
410,4920
411,4932
412,4944
413,4956
414,4968
415,4980
416,4992
417,5004
418,5016
419,5028
420,5040
421,5052
422,5064
423,5076
424,5088
425,5100
426,5112
427,5124
428,5136
429,5148
430,5160
431,5172
432,5184
433,5196
434,5208
435,5220
436,5232
437,5244
438,5256
439,5268
440,5280
441,5292
442,5304
443,5316
444,5328
445,5340
446,5352
447,5364
448,5376
449,5388
450,5400
451,5412
452,5424
453,5436
454,5448
455,5460
456,5472
457,5484
458,5496
459,5508
460,5520
461,5532
462,5544
463,5556
464,5568
465,5580
466,5592
467,5604
468,5616
469,5628
470,5640
471,5652
472,5664
473,5676
474,5688
475,5700
476,5712
477,5724
478,5736
479,5748
480,5760
481,5772
482,5784
483,5796
484,5808
485,5820
486,5832
487,5844
488,5856
489,5868
490,5880
491,5892
492,5904
493,5916
494,5928
495,5940
496,5952
497,5964
498,5976
499,5988
500,6000
501,6012
502,6024
503,6036
504,6048
505,6060
506,6072
507,6084
508,6096
509,6108
510,6120
511,6132
512,6144
513,6156
514,6168
515,6180
516,6192
517,6204
518,6216
519,6228
520,6240
521,6252
522,6264
523,6276
524,6288
525,6300
526,6312
527,6324
528,6336
529,6348
530,6360
531,6372
532,6384
533,6396
534,6408
535,6420
536,6432
537,6444
538,6456
539,6468
540,6480
541,6492
542,6504
543,6516
544,6528
545,6540
546,6552
547,6564
548,6576
549,6588
550,6600
551,6612
552,6624
553,6636
554,6648
555,6660
556,6672
557,6684
558,6696
559,6708
560,6720
561,6732
562,6744
563,6756
564,6768
565,6780
566,6792
567,6804
568,6816
569,6828
570,6840
571,6852
572,6864
573,6876
574,6888
575,6900
576,6912
577,6924
578,6936
579,6948
580,6960
581,6972
582,6984
583,6996
584,7008
585,7020
586,7032
587,7044
588,7056
589,7068
590,7080
591,7092
592,7104
593,7116
594,7128
595,7140
596,7152
597,7164
598,7176
599,7188
600,7200
601,7212
602,7224
603,7236
604,7248
605,7260
606,7272
607,7284
608,7296
609,7308
610,7320
611,7332
612,7344
613,7356
614,7368
615,7380
616,7392
617,7404
618,7416
619,7428
620,7440
621,7452
622,7464
623,7476
624,7488
625,7500
626,7512
627,7524
628,7536
629,7548
630,7560
631,7572
632,7584
633,7596
634,7608
635,7620
636,7632
637,7644
638,7656
639,7668
640,7680
641,7692
642,7704
643,7716
644,7728
645,7740
646,7752
647,7764
648,7776
649,7788
650,7800
651,7812
652,7824
653,7836
654,7848
655,7860
656,7872
657,7884
658,7896
659,7908
660,7920
661,7932
662,7944
663,7956
664,7968
665,7980
666,7992
667,8004
668,8016
669,8028
670,8040
671,8052
672,8064
673,8076
674,8088
675,8100
676,8112
677,8124
678,8136
679,8148
680,8160
681,8172
682,8184
683,8196
684,8208
685,8220
686,8232
687,8244
688,8256
689,8268
690,8280
691,8292
692,8304
693,8316
694,8328
695,8340
696,8352
697,8364
698,8376
699,8388
700,8400
701,8412
702,8424
703,8436
704,8448
705,8460
706,8472
707,8484
708,8496
709,8508
710,8520
711,8532
712,8544
713,8556
714,8568
715,8580
716,8592
717,8604
718,8616
719,8628
720,8640
721,8652
722,8664
723,8676
724,8688
725,8700
726,8712
727,8724
728,8736
729,8748
730,8760
731,8772
732,8784
733,8796
734,8808
735,8820
736,8832
737,8844
738,8856
739,8868
740,8880
741,8892
742,8904
743,8916
744,8928
745,8940
746,8952
747,8964
748,8976
749,8988
750,9000
751,9012
752,9024
753,9036
754,9048
755,9060
756,9072
757,9084
758,9096
759,9108
760,9120
761,9132
762,9144
763,9156
764,9168
765,9180
766,9192
767,9204
768,9216
769,9228
770,9240
771,9252
772,9264
773,9276
774,9288
775,9300
776,9312
777,9324
778,9336
779,9348
780,9360
781,9372
782,9384
783,9396
784,9408
785,9420
786,9432
787,9444
788,9456
789,9468
790,9480
791,9492
792,9504
793,9516
794,9528
795,9540
796,9552
797,9564
798,9576
799,9588
800,9600
801,9612
802,9624
803,9636
804,9648
805,9660
806,9672
807,9684
808,9696
809,9708
810,9720
811,9732
812,9744
813,9756
814,9768
815,9780
816,9792
817,9804
818,9816
819,9828
820,9840
821,9852
822,9864
823,9876
824,9888
825,9900
826,9912
827,9924
828,9936
829,9948
830,9960
831,9972
832,9984
833,9996
834,10008
835,10020
836,10032
837,10044
838,10056
839,10068
840,10080
841,10092
842,10104
843,10116
844,10128
845,10140
846,10152
847,10164
848,10176
849,10188
850,10200
851,10212
852,10224
853,10236
854,10248
855,10260
856,10272
857,10284
858,10296
859,10308
860,10320
861,10332
862,10344
863,10356
864,10368
865,10380
866,10392
867,10404
868,10416
869,10428
870,10440
871,10452
872,10464
873,10476
874,10488
875,10500
876,10512
877,10524
878,10536
879,10548
880,10560
881,10572
882,10584
883,10596
884,10608
885,10620
886,10632
887,10644
888,10656
889,10668
890,10680
891,10692
892,10704
893,10716
894,10728
895,10740
896,10752
897,10764
898,10776
899,10788
900,10800
901,10812
902,10824
903,10836
904,10848
905,10860
906,10872
907,10884
908,10896
909,10908
910,10920
911,10932
912,10944
913,10956
914,10968
915,10980
916,10992
917,11004
918,11016
919,11028
920,11040
921,11052
922,11064
923,11076
924,11088
925,11100
926,11112
927,11124
928,11136
929,11148
930,11160
931,11172
932,11184
933,11196
934,11208
935,11220
936,11232
937,11244
938,11256
939,11268
940,11280
941,11292
942,11304
943,11316
944,11328
945,11340
946,11352
947,11364
948,11376
949,11388
950,11400
951,11412
952,11424
953,11436
954,11448
955,11460
956,11472
957,11484
958,11496
959,11508
960,11520
961,11532
962,11544
963,11556
964,11568
965,11580
966,11592
967,11604
968,11616
969,11628
970,11640
971,11652
972,11664
973,11676
974,11688
975,11700
976,11712
977,11724
978,11736
979,11748
980,11760
981,11772
982,11784
983,11796
984,11808
985,11820
986,11832
987,11844
988,11856
989,11868
990,11880
991,11892
992,11904
993,11916
994,11928
995,11940
996,11952
997,11964
998,11976
999,11988
